,GSM461176_untreated_single,GSM461177_untreated_paired,GSM461178_untreated_paired,GSM461179_treated_single,GSM461180_treated_paired,GSM461181_treated_paired,GSM461182_untreated_single
FBgn0032385,1,0,0,1,0,0,0
FBgn0263019,20,8,5,18,10,5,1
FBgn0263107,0,0,0,0,0,0,0
FBgn0032387,883,557,550,846,559,674,602
FBgn0032388,4607,3171,2890,3939,2788,3448,2044
FBgn0085192,211,40,58,186,57,42,111
FBgn0261266,233,114,156,169,124,208,158
FBgn0032390,786,439,542,810,581,762,391
FBgn0032391,238,158,168,262,162,216,157
FBgn0051866,35,28,30,20,20,59,21
FBgn0042127,19,10,8,23,13,14,39
FBgn0051864,9,80,102,24,112,146,31
FBgn0051865,6,4,6,6,8,5,10
FBgn0042125,39,43,43,50,43,63,70
FBgn0032393,1385,1096,1163,1447,1195,1435,927
FBgn0032394,1052,669,1023,1081,1019,1240,871
FBgn0014019,3,0,3,2,6,4,2
FBgn0265799,0,0,0,1,0,0,0
FBgn0032395,1015,753,736,856,689,742,708
FBgn0265798,1,2,0,1,0,0,2
FBgn0010497,231,176,171,300,220,267,195
FBgn0042126,25,19,24,21,8,18,9
FBgn0032397,1565,965,910,1339,1070,1320,939
FBgn0032398,2231,1494,1885,2138,1512,1958,1550
FBgn0267739,0,0,0,0,0,0,0
FBgn0032399,137,72,108,105,84,82,74
FBgn0032400,1572,609,649,714,323,458,477
FBgn0265800,17,3,4,10,1,4,2
FBgn0032401,112,87,51,134,72,90,79
FBgn0032402,76,44,54,87,74,76,40
FBgn0028425,7942,4858,4966,5990,4561,5549,5425
FBgn0032404,2,0,0,0,0,0,0
FBgn0085193,0,0,0,0,0,0,0
FBgn0027505,753,476,524,718,566,621,510
FBgn0032405,51,38,38,282,181,250,29
FBgn0032406,1,1,0,3,0,0,0
FBgn0265802,1,0,0,0,0,0,1
FBgn0265801,2,0,0,0,1,0,0
FBgn0003145,5,0,1,2,0,2,1
FBgn0265803,0,0,0,1,0,0,0
FBgn0265804,0,0,0,4,0,0,0
FBgn0032407,1689,1146,1218,1774,1328,1661,1056
FBgn0265805,0,0,0,0,0,0,0
FBgn0032408,1166,587,732,801,604,723,612
FBgn0028707,92,60,80,101,62,68,76
FBgn0032409,1496,1058,1027,1655,1373,1749,994
FBgn0029137,51,30,35,47,49,54,45
FBgn0027081,8369,6443,6911,8263,6542,8683,6149
FBgn0015797,3634,2290,2444,3012,2205,2909,2303
FBgn0263234,2,1,2,2,3,3,0
FBgn0263235,2,0,0,5,0,1,0
FBgn0032414,15,4,7,8,5,6,6
FBgn0032415,0,0,1,1,2,0,1
FBgn0032416,0,0,1,1,1,0,0
FBgn0051760,3,0,1,3,1,0,0
FBgn0051861,0,0,0,1,0,2,0
FBgn0051860,1,0,0,4,0,0,0
FBgn0032419,0,0,0,1,0,0,0
FBgn0032420,203,116,130,375,200,279,158
FBgn0032421,209,168,220,413,277,416,194
FBgn0263088,2,2,4,6,0,0,2
FBgn0000114,15,7,5,30,4,9,1
FBgn0032422,45,44,39,80,110,98,42
FBgn0051759,194,133,104,265,86,111,183
FBgn0266820,1,0,0,0,0,0,0
FBgn0266821,1,0,0,2,1,0,1
FBgn0051862,0,0,0,2,0,0,0
FBgn0264361,0,0,0,0,0,0,0
FBgn0262475,87,52,58,97,81,61,32
FBgn0032424,0,0,0,1,0,0,0
FBgn0041195,3,0,3,14,5,4,1
FBgn0043841,38933,21705,25085,21437,13958,18622,19004
FBgn0032428,34,16,26,35,33,23,26
FBgn0032429,1752,745,893,1562,1031,1322,791
FBgn0032430,1184,846,940,1134,944,1158,861
FBgn0032431,12,7,3,10,8,4,9
FBgn0265298,2053,1807,1834,2353,2032,2117,1630
FBgn0263468,3,2,0,8,1,2,2
FBgn0263469,3,1,1,6,2,0,1
FBgn0020443,10455,6780,6530,9534,6692,8286,6427
FBgn0032433,46,22,28,41,25,36,15
FBgn0032434,8,6,10,7,2,3,0
FBgn0032435,9,4,6,14,3,4,4
FBgn0032436,40,12,6,78,55,32,7
FBgn0032437,6,1,2,12,2,5,0
FBgn0259176,15823,10116,8285,15018,8133,10176,8327
FBgn0262203,73,23,16,56,20,20,22
FBgn0051858,50,26,12,35,10,13,17
FBgn0262353,44,14,5,54,12,22,14
FBgn0263458,0,0,0,0,0,0,0
FBgn0261709,15,11,7,16,5,8,6
FBgn0265809,0,0,0,0,0,0,0
FBgn0265808,0,0,0,1,0,0,0
FBgn0265807,2,0,0,1,0,1,0
FBgn0265806,1,0,0,0,0,0,0
FBgn0085424,7,0,1,9,3,2,2
FBgn0032439,2,0,1,1,1,0,0
FBgn0004394,8,0,1,3,3,0,1
FBgn0032442,0,0,1,3,1,0,0
FBgn0032444,8330,6565,7335,9649,8878,10950,7271
FBgn0032445,454,206,248,436,291,325,284
FBgn0032446,77,56,59,124,70,89,68
FBgn0032447,81,83,104,113,109,157,80
FBgn0032448,12,0,6,6,6,2,11
FBgn0032449,62,54,68,81,72,85,80
FBgn0032450,576,479,525,646,472,611,548
FBgn0032451,707,514,628,1251,1058,1391,643
FBgn0032452,72,44,48,79,47,72,42
FBgn0032453,2455,1414,1505,2499,1877,2261,1286
FBgn0032454,4539,2832,2737,4444,3328,3989,2740
FBgn0032455,1751,968,958,1722,898,1196,1097
FBgn0032456,14369,10499,10206,13630,10007,11007,10271
FBgn0032457,2,0,6,4,2,4,0
FBgn0264366,21,6,9,21,5,7,1
FBgn0015399,13024,7818,7080,12763,8125,10325,4096
FBgn0266305,10,9,4,4,5,7,0
FBgn0266306,2,4,0,0,2,0,2
FBgn0040508,2,0,5,3,1,6,3
FBgn0040509,3,2,3,4,0,1,1
FBgn0040510,3,2,0,2,1,0,0
FBgn0040506,22,6,7,15,7,6,7
FBgn0265072,1,0,1,5,4,0,0
FBgn0032462,3,0,0,5,0,0,0
FBgn0263598,5758,4727,5255,6142,5879,7241,4965
FBgn0032464,10,3,9,10,5,1,8
FBgn0032465,1722,1194,1251,1485,1245,1718,1279
FBgn0265262,257,194,222,256,220,249,225
FBgn0021796,4296,3044,3069,4292,3677,4041,2822
FBgn0032467,3250,2201,2299,2864,2486,2932,2072
FBgn0028965,1172,763,785,905,821,1011,673
FBgn0262160,6009,5203,3646,4376,3725,4296,3008
FBgn0265086,12,8,4,15,2,0,2
FBgn0267003,0,2,0,2,1,3,1
FBgn0267017,5,0,0,4,2,0,1
FBgn0032470,36,34,18,31,20,22,9
FBgn0265087,1,0,2,0,1,1,0
FBgn0262352,2,0,2,1,0,1,0
FBgn0032471,13,2,13,16,4,0,1
FBgn0032472,2,2,0,1,0,0,1
FBgn0040972,0,0,0,0,0,0,0
FBgn0265088,0,0,1,0,0,0,0
FBgn0028410,1,0,0,2,0,0,0
FBgn0032473,17,10,24,27,9,22,7
FBgn0032474,577,361,471,588,471,571,350
FBgn0024291,2131,1402,1314,1610,1126,1376,1068
FBgn0032475,3219,2159,2087,2523,1934,2301,1887
FBgn0264546,0,0,0,0,1,0,0
FBgn0032476,1273,890,958,1216,989,1129,902
FBgn0032477,957,608,699,770,660,827,718
FBgn0051849,86,66,63,133,80,140,54
FBgn0032478,17,9,7,18,6,11,11
FBgn0032479,8184,5703,5639,7607,6176,7217,5471
FBgn0032480,2318,1814,1715,2084,1815,2117,1658
FBgn0032481,1374,802,775,1070,812,929,828
FBgn0032482,8115,5008,5671,6379,4190,5357,5569
FBgn0032483,22,20,19,21,14,10,15
FBgn0004191,5,2,0,12,0,0,1
FBgn0032484,7,0,2,10,4,2,2
FBgn0004192,0,0,0,0,0,0,0
FBgn0032485,1203,933,923,1463,1112,1239,972
FBgn0032486,281,230,212,253,255,320,186
FBgn0032487,279,164,152,199,183,203,179
FBgn0032488,1121,694,736,956,667,937,528
FBgn0032489,2,0,2,2,0,2,0
FBgn0032490,3,0,2,1,2,0,1
FBgn0032491,1,0,3,1,0,7,0
FBgn0032492,0,0,0,1,0,0,0
FBgn0032493,0,0,0,0,0,0,0
FBgn0027586,2,1,1,1,0,0,0
FBgn0032494,1,0,0,2,2,1,0
FBgn0266869,0,0,0,0,0,0,0
FBgn0041720,0,0,0,0,0,0,0
FBgn0003935,11,0,0,6,0,0,1
FBgn0032495,10,4,4,13,2,5,3
FBgn0051728,4,0,2,1,3,2,0
FBgn0051851,0,0,0,1,2,0,0
FBgn0051730,0,0,0,0,0,0,0
FBgn0264894,573,331,293,647,358,503,221
FBgn0051848,0,0,2,2,2,2,0
FBgn0028406,77,30,29,125,22,47,57
FBgn0264892,0,0,0,3,0,1,0
FBgn0032499,739,470,488,607,502,565,352
FBgn0266307,0,0,0,1,0,0,0
FBgn0051729,4902,3836,3683,4736,3938,4670,4091
FBgn0040973,0,0,1,1,2,0,1
FBgn0264308,18,11,6,17,0,2,3
FBgn0032503,1,0,2,2,2,0,0
FBgn0264301,0,0,0,0,0,0,0
FBgn0032505,0,0,0,0,1,0,0
FBgn0032506,1,0,0,4,5,1,0
FBgn0032507,0,0,0,1,2,0,0
FBgn0022069,1882,1287,1390,1686,1362,1501,1312
FBgn0032509,1600,872,956,1526,1036,1294,856
FBgn0051852,1027,530,592,976,635,788,512
FBgn0051855,788,343,416,732,443,542,345
FBgn0032511,1647,947,1157,1594,1150,1440,951
FBgn0032512,1930,1049,1160,1784,1151,1551,999
FBgn0032513,1381,853,831,1105,771,1081,814
FBgn0032514,4495,2763,3094,4928,3235,4171,3094
FBgn0025724,7051,5640,5898,6738,5891,7176,4935
FBgn0032515,284,166,217,269,193,211,164
FBgn0265810,3,4,3,15,0,3,11
FBgn0032516,658,357,406,541,371,527,364
FBgn0032517,934,788,657,902,732,865,668
FBgn0032518,38531,32753,35812,30477,30395,38313,22205
FBgn0032519,0,2,2,1,0,0,4
FBgn0032520,120,80,98,76,69,98,104
FBgn0265811,2,0,1,0,0,0,0
FBgn0032521,1617,930,975,1585,1011,1329,925
FBgn0003983,8,2,1,8,1,4,3
FBgn0032522,2,0,0,0,0,0,2
FBgn0032523,1,0,4,2,0,2,1
FBgn0263354,20,12,7,32,16,4,8
FBgn0264432,3,1,1,1,0,0,0
FBgn0026760,25,13,12,9,4,4,10
FBgn0267243,19,12,5,5,2,4,9
FBgn0032524,493,346,299,604,467,540,384
FBgn0032525,5,0,4,3,0,0,0
FBgn0261991,0,0,0,1,0,0,0
FBgn0267244,1,0,0,1,0,0,0
FBgn0261992,1,0,0,0,0,0,0
FBgn0023407,3417,2244,2096,3128,2334,2683,1865
FBgn0053640,31,15,19,55,15,23,9
FBgn0053641,39,21,9,85,23,36,15
FBgn0053642,30,15,12,80,27,24,16
FBgn0053643,21,4,7,67,18,13,15
FBgn0053644,20,19,10,50,16,18,20
FBgn0053645,10,20,4,47,8,9,11
FBgn0028943,7,3,0,12,2,10,3
FBgn0028942,7,11,4,14,9,12,1
FBgn0032530,23,9,6,33,16,11,3
FBgn0028941,19,11,14,41,24,19,7
FBgn0259984,12574,9972,7885,15239,10443,12833,7262
FBgn0266308,68,21,15,50,32,22,2
FBgn0028513,126,110,52,154,45,42,9
FBgn0262194,0,0,0,0,0,0,0
FBgn0263329,10,0,0,7,2,4,1
FBgn0028546,1408,889,1117,1644,1105,1324,975
FBgn0265939,0,0,0,1,0,0,0
FBgn0028527,11,2,8,19,10,12,3
FBgn0051814,0,0,0,4,3,2,4
FBgn0028848,1,0,1,2,0,0,0
FBgn0028847,1,0,0,0,1,0,0
FBgn0051813,0,0,0,2,0,0,0
FBgn0267573,2,0,0,2,0,0,0
FBgn0028541,3171,2195,2181,3236,2279,2813,2236
FBgn0266140,0,0,0,0,2,0,0
FBgn0262272,0,0,0,0,0,0,0
FBgn0262332,0,0,0,0,0,0,0
FBgn0263206,2,2,1,4,4,1,1
FBgn0028540,308,140,218,157,109,143,213
FBgn0051845,4,2,3,1,0,2,1
FBgn0024846,965,714,749,869,672,881,660
FBgn0028932,160,102,107,162,132,136,89
FBgn0028539,4146,2725,2560,3833,2639,2923,2367
FBgn0266141,0,0,0,0,1,0,0
FBgn0028931,193,140,167,185,173,196,130
FBgn0028538,2935,2262,2261,2765,2427,2705,2254
FBgn0027844,20,3,2,9,2,4,6
FBgn0028658,64,35,35,77,47,63,36
FBgn0028919,403,233,246,331,250,454,224
FBgn0032533,0,0,0,0,0,0,0
FBgn0001965,3463,2524,2253,2767,2407,2990,2097
FBgn0000153,42,31,55,52,33,45,32
FBgn0004406,1148,944,898,1147,1021,1334,785
FBgn0001961,11368,9411,9730,9298,9465,11970,7732
FBgn0015271,381,280,311,371,224,330,245
FBgn0064115,0,0,0,0,0,0,0
FBgn0004407,0,0,0,0,0,0,0
FBgn0026373,773,549,663,740,702,844,498
FBgn0260407,549,203,237,422,230,274,241
FBgn0028509,2000,1592,1380,1756,1389,1678,1436
FBgn0053307,3573,1450,1856,1208,552,743,1474
FBgn0053306,4,8,0,5,2,5,0
FBgn0028920,9,0,4,8,9,13,4
FBgn0028534,8,10,0,6,1,4,4
FBgn0028533,7,0,0,8,4,4,6
FBgn0028532,3,0,2,3,0,4,1
FBgn0266142,6,2,2,10,1,3,1
FBgn0019890,4739,3324,3253,4324,3126,3794,2612
FBgn0012037,1240,856,1052,1408,1260,1692,1192
FBgn0032535,30,15,16,25,14,18,17
FBgn0025115,1,0,0,0,0,2,0
FBgn0032536,6,0,1,3,0,0,1
FBgn0028938,3,1,1,3,2,0,1
FBgn0261628,8,2,2,6,4,2,5
FBgn0032538,14,0,0,16,6,0,1
FBgn0028544,7,8,3,2,4,7,8
FBgn0261514,6,6,2,2,0,0,1
FBgn0027929,629,639,651,1015,864,1143,566
FBgn0028543,1275,1091,1235,892,801,972,952
FBgn0054003,486,239,357,430,237,272,213
FBgn0028542,2090,1834,2330,1027,1083,1456,1934
FBgn0028936,1638,1304,1579,1481,1183,1415,1933
FBgn0028430,4655,1370,1690,4666,1508,1832,3542
FBgn0259896,2123,1332,1618,2321,1638,2239,1836
FBgn0028940,983,505,638,764,504,630,706
FBgn0028939,52,40,64,15,9,12,25
FBgn0003255,22,23,23,31,22,52,13
FBgn0261582,1,0,0,1,0,0,0
FBgn0028909,1,0,0,0,0,0,0
FBgn0027348,495,375,395,251,192,274,431
FBgn0001967,0,0,1,0,0,0,0
FBgn0266143,2,0,0,2,0,0,0
FBgn0266892,4,0,0,4,3,5,1
FBgn0051840,1,0,0,4,1,5,0
FBgn0028519,20,20,14,20,16,25,7
FBgn0028872,2,0,0,11,0,0,0
FBgn0266822,16,0,1,7,0,0,0
FBgn0028875,14,9,4,440,4,2,4
FBgn0260011,49,38,58,250,247,288,33
FBgn0028904,1,2,0,1,1,0,0
FBgn0028526,4,4,2,9,0,0,2
FBgn0051769,135,94,89,136,54,102,96
FBgn0028906,95,80,68,106,66,46,40
FBgn0263037,1,0,0,1,1,0,0
FBgn0263038,26,18,16,20,8,6,9
FBgn0016930,2449,1965,1618,2545,1746,2118,1480
FBgn0265940,7,0,2,6,2,2,1
FBgn0265941,3,2,0,5,0,0,1
FBgn0265147,3,2,0,0,2,0,0
FBgn0261563,2760,2402,1940,4225,3379,3681,1301
FBgn0265942,1,6,0,6,0,2,2
FBgn0052971,6,0,4,21,6,8,5
FBgn0263648,12,7,0,5,0,0,0
FBgn0263649,16,7,7,17,8,7,0
FBgn0261529,6,0,8,14,6,10,2
FBgn0028916,1546,1281,1206,1329,1040,1299,1305
FBgn0028531,7,0,2,5,3,0,2
FBgn0264253,1,2,1,1,0,4,4
FBgn0028530,430,248,319,489,368,468,339
FBgn0261534,0,0,0,0,0,0,0
FBgn0266144,0,0,0,0,0,0,0
FBgn0262354,5,1,2,3,0,2,1
FBgn0261535,1224,807,860,1035,771,1008,894
FBgn0015791,2972,1621,1649,2578,1503,2173,1536
FBgn0266145,2,4,7,5,2,8,4
FBgn0001970,11,10,5,16,6,8,2
FBgn0266428,0,0,0,0,0,0,0
FBgn0015546,1192,821,783,1217,908,1007,773
FBgn0020258,15,5,5,5,3,0,2
FBgn0004858,104,66,47,47,33,34,38
FBgn0265946,1,2,3,1,0,0,0
FBgn0264810,2,0,2,5,3,2,1
FBgn0028871,6,17,3,7,4,2,3
FBgn0265945,14,4,6,12,0,2,1
FBgn0267290,2,3,0,5,0,0,0
FBgn0028844,2,0,0,0,0,0,2
FBgn0265943,0,0,0,1,0,0,0
FBgn0265944,4,2,2,6,9,5,4
FBgn0005771,41,36,22,20,16,20,20
FBgn0028882,0,0,0,0,0,0,0
FBgn0266841,0,0,0,2,1,0,0
FBgn0267257,8,0,0,9,0,0,0
FBgn0011862,0,0,0,0,0,0,0
FBgn0011863,0,0,0,0,0,0,0
FBgn0011864,0,0,0,0,0,0,0
FBgn0053648,1,0,0,0,0,1,1
FBgn0011865,0,0,0,0,0,0,0
FBgn0011866,0,0,0,1,0,0,0
FBgn0266146,1,0,0,0,0,0,0
FBgn0250844,0,0,0,3,0,0,0
FBgn0266147,0,0,0,0,0,0,0
FBgn0266148,0,0,0,0,0,0,0
FBgn0266149,0,0,0,0,1,0,0
FBgn0028913,0,0,0,0,2,0,0
FBgn0266150,14,1,6,11,9,11,7
FBgn0261566,0,0,0,2,0,0,0
FBgn0028912,0,0,0,0,0,0,0
FBgn0003016,637,398,377,585,396,511,279
FBgn0028911,0,0,0,0,0,0,0
FBgn0028910,0,0,0,0,0,0,0
FBgn0263330,1,0,0,2,0,0,0
FBgn0000055,0,0,0,1,1,0,0
FBgn0000056,0,0,0,0,0,0,0
FBgn0028855,1,0,0,0,0,2,0
FBgn0085194,1,0,0,2,0,0,0
FBgn0261571,4,0,1,8,0,0,0
FBgn0266151,1,0,0,0,0,0,0
FBgn0051835,0,0,0,0,0,0,0
FBgn0028537,0,0,0,0,0,0,0
FBgn0260953,0,0,0,0,0,0,0
FBgn0260954,0,0,0,0,0,0,0
FBgn0085195,0,1,0,0,0,0,0
FBgn0261567,0,0,0,0,0,0,0
FBgn0260955,0,0,0,0,0,0,0
FBgn0267016,0,0,0,0,0,0,0
FBgn0267015,0,0,0,0,0,0,0
FBgn0267014,27,0,2,84,2,0,0
FBgn0028870,1,0,0,1,0,0,0
FBgn0266152,0,0,0,0,0,0,0
FBgn0028838,0,0,0,1,0,0,0
FBgn0028868,2,0,0,0,1,0,0
FBgn0032549,1,0,0,2,0,0,0
FBgn0028867,2,0,0,1,0,0,0
FBgn0032551,0,2,0,1,0,0,0
FBgn0028866,0,0,0,2,0,0,1
FBgn0250834,0,0,0,0,0,0,0
FBgn0053309,1,0,0,0,0,0,0
FBgn0264349,1,2,0,4,2,0,0
FBgn0261568,0,0,0,2,0,2,0
FBgn0028886,221,116,142,235,151,159,139
FBgn0032553,0,0,2,1,0,0,0
FBgn0032554,0,0,0,2,1,0,1
FBgn0267291,0,0,0,0,0,0,0
FBgn0013300,0,0,0,0,0,0,0
FBgn0013301,0,0,0,1,0,0,0
FBgn0266840,0,0,0,1,0,0,0
FBgn0259213,15,0,0,6,2,1,1
FBgn0028887,4,1,0,3,2,0,1
FBgn0266870,0,0,1,1,0,0,0
FBgn0086711,6,10,9,12,6,4,7
FBgn0040228,415,216,312,376,270,429,271
FBgn0261881,469,318,421,421,400,504,364
FBgn0028926,572,385,413,436,391,494,334
FBgn0261882,328,173,260,328,191,235,206
FBgn0001974,660,491,428,578,436,605,379
FBgn0264438,0,0,0,1,0,0,0
FBgn0260446,5,0,4,5,0,2,1
FBgn0053310,1,0,0,0,1,0,0
FBgn0051832,0,0,2,10,4,2,0
FBgn0041713,4,2,6,11,5,4,3
FBgn0001977,1230,757,907,1640,1133,1356,690
FBgn0004837,762,466,450,672,407,490,476
FBgn0000317,2869,1836,1700,2755,1852,2026,2001
FBgn0053679,11,0,0,0,0,0,2
FBgn0010422,1954,1075,1130,1680,1189,1646,983
FBgn0262526,13,0,2,14,4,3,1
FBgn0024183,8383,5297,4707,7356,5129,6246,4531
FBgn0028879,5,0,3,7,3,0,0
FBgn0028878,2,0,1,2,0,0,0
FBgn0001978,10907,8185,7771,9368,7969,10225,5879
FBgn0264435,1,2,0,0,0,0,0
FBgn0265917,0,0,0,0,0,0,0
FBgn0264436,1,0,0,0,0,0,0
FBgn0028889,0,0,0,0,0,0,0
FBgn0265996,2,0,0,3,0,0,0
FBgn0265995,1,0,0,1,0,0,1
FBgn0028888,9,8,4,10,5,2,0
FBgn0259965,1,0,0,0,0,0,0
FBgn0263089,0,0,0,0,0,0,0
FBgn0265085,0,0,0,0,0,0,0
FBgn0262875,0,0,0,1,0,0,0
FBgn0028516,5,0,0,20,0,0,0
FBgn0028862,14,8,3,12,6,4,5
FBgn0027559,784,446,475,672,412,542,381
FBgn0259982,262,153,185,290,185,261,222
FBgn0045842,3890,2517,2530,3148,2345,2900,2708
FBgn0261268,5320,2884,2651,4438,2683,3185,2583
FBgn0086691,343,216,261,372,207,214,260
FBgn0263765,3,2,2,0,0,2,0
FBgn0266888,2,0,0,0,0,0,0
FBgn0028853,0,0,0,0,0,0,0
FBgn0028850,0,0,0,1,0,0,0
FBgn0011239,3,0,1,2,0,1,0
FBgn0264264,0,0,0,1,0,0,0
FBgn0028852,3,2,0,3,1,0,1
FBgn0041103,0,0,0,0,0,0,0
FBgn0001981,5,0,0,4,4,2,5
FBgn0032563,0,0,0,0,0,0,0
FBgn0266153,0,0,0,0,0,0,0
FBgn0266913,0,0,0,0,0,0,0
FBgn0266154,0,0,0,0,0,0,0
FBgn0266914,0,0,0,1,0,0,0
FBgn0266163,0,0,0,1,0,0,0
FBgn0001983,2,0,0,1,0,0,0
FBgn0028892,1,0,0,0,0,0,0
FBgn0266155,1,0,0,1,0,0,0
FBgn0266156,0,0,0,0,2,0,0
FBgn0266157,0,0,0,1,0,0,0
FBgn0266893,0,0,0,0,0,0,0
FBgn0003448,7,0,0,2,0,2,0
FBgn0020371,3,0,0,0,0,0,0
FBgn0266831,0,0,0,0,0,0,0
FBgn0002524,9730,6672,6856,9725,7010,7834,6958
FBgn0266158,3,0,0,0,0,0,0
FBgn0264261,4,0,0,2,0,0,0
FBgn0259922,1,0,0,0,0,0,1
FBgn0267292,0,0,0,0,0,0,0
FBgn0028880,1,1,0,1,0,0,0
FBgn0028370,9,4,2,13,12,6,3
FBgn0028950,1,0,0,3,1,0,1
FBgn0266159,0,0,0,0,0,0,0
FBgn0028944,0,0,0,1,0,0,0
FBgn0028949,0,0,0,1,0,0,0
FBgn0028948,10,0,0,21,0,0,0
FBgn0028947,1,0,0,1,0,0,0
FBgn0028946,1,0,0,1,0,0,0
FBgn0028945,0,1,0,0,0,0,0
FBgn0028518,3,0,0,4,1,0,1
FBgn0028863,361,206,223,375,236,258,132
FBgn0264990,0,0,0,0,0,0,0
FBgn0028864,0,0,0,0,0,0,0
FBgn0028517,0,0,0,0,0,0,0
FBgn0264544,0,0,0,0,0,0,0
FBgn0264989,0,0,0,0,0,0,0
FBgn0051780,0,0,0,0,0,0,0
FBgn0051827,0,0,0,0,0,0,0
FBgn0264545,0,0,0,0,0,0,0
FBgn0010382,2522,1942,1602,1541,1231,1405,1359
FBgn0266309,125,48,71,105,51,68,49
FBgn0266160,1,1,4,0,2,0,0
FBgn0001989,1707,1126,1220,1413,1044,1211,910
FBgn0003936,0,0,0,0,0,0,0
FBgn0001986,2545,1966,1977,2012,1909,2172,1857
FBgn0001987,917,722,664,1185,854,1112,773
FBgn0028507,948,763,804,1079,837,1167,637
FBgn0001990,869,541,553,760,493,683,529
FBgn0041627,936,590,601,1101,752,1004,485
FBgn0051826,0,0,0,3,0,0,0
FBgn0264260,2,0,2,1,0,0,0
FBgn0028901,7,0,0,7,0,0,1
FBgn0265813,1,0,1,46,1,0,0
FBgn0262150,2,0,0,4,0,0,0
FBgn0265812,0,0,0,0,0,0,0
FBgn0266908,0,0,0,0,0,0,0
FBgn0028900,0,0,0,0,0,0,0
FBgn0051822,0,0,0,1,0,0,1
FBgn0267258,0,0,0,2,0,0,0
FBgn0264263,2,1,0,2,0,0,0
FBgn0028903,15,2,6,24,16,10,4
FBgn0028902,13,6,3,6,4,8,1
FBgn0261924,0,2,0,1,0,0,0
FBgn0261925,0,0,0,0,0,0,0
FBgn0028935,2,0,0,1,1,0,0
FBgn0265668,0,0,0,0,0,0,0
FBgn0051824,0,0,0,1,0,0,0
FBgn0041183,367,226,246,249,160,190,272
FBgn0051735,0,0,1,0,0,0,0
FBgn0051823,2,0,0,1,0,0,0
FBgn0051821,4,8,0,5,3,2,1
FBgn0028645,11,0,8,8,3,2,3
FBgn0266161,0,0,0,4,0,0,0
FBgn0266162,1,2,0,0,2,0,1
FBgn0032577,1,0,0,2,2,0,0
FBgn0028514,1548,781,732,741,457,493,1192
FBgn0028857,3,2,0,3,4,2,0
FBgn0028856,4,0,0,6,0,0,0
FBgn0264347,0,0,0,0,0,0,0
FBgn0028858,0,0,3,1,0,2,0
FBgn0263331,0,0,0,0,0,0,0
FBgn0028644,10,2,2,8,2,2,6
FBgn0264373,0,0,0,0,0,0,0
FBgn0085196,1,0,0,1,0,0,0
FBgn0264374,0,0,0,1,0,0,0
FBgn0045827,0,0,0,0,0,0,0
FBgn0264364,0,0,0,0,0,0,0
FBgn0051820,0,0,0,0,1,0,0
FBgn0266138,0,0,0,0,0,0,0
FBgn0266459,0,0,0,0,0,0,0
FBgn0000182,0,0,0,1,0,0,0
FBgn0013433,10,0,1,11,3,0,0
FBgn0266164,2,0,1,0,1,0,0
FBgn0028520,0,0,1,1,1,0,0
FBgn0028884,0,0,0,0,0,0,0
FBgn0085197,1,0,0,1,0,0,0
FBgn0266165,0,0,0,1,0,0,1
FBgn0001991,17,6,7,15,9,6,5
FBgn0264350,0,0,0,1,0,0,0
FBgn0265947,0,0,0,1,0,1,0
FBgn0265948,1,0,0,0,0,0,0
FBgn0265949,0,0,0,0,0,0,0
FBgn0028893,1,0,2,0,1,0,0
FBgn0264392,1,0,0,0,1,0,0
FBgn0261999,25,25,18,38,24,26,15
FBgn0262000,5,6,0,9,2,2,4
FBgn0024734,7365,3296,2822,6584,2591,2940,3818
FBgn0028515,2975,1779,1925,2503,1858,2220,1751
FBgn0002673,170,131,110,151,114,126,113
FBgn0028897,173,110,157,167,160,172,121
FBgn0001994,7222,4315,3630,6194,4122,4963,2393
FBgn0040079,1205,768,772,1055,658,920,744
FBgn0028896,3,1,7,9,4,12,1
FBgn0032582,3,0,2,6,4,2,2
FBgn0266204,2,0,0,3,2,0,0
FBgn0001992,8,6,10,9,13,13,6
FBgn0028375,1190,810,723,1301,1007,1181,856
FBgn0028895,135,85,103,116,89,108,88
FBgn0028894,1623,763,873,1422,728,901,1004
FBgn0028525,16,4,6,20,4,2,10
FBgn0015338,1565,821,1017,1472,936,1130,1021
FBgn0011708,3517,1815,2104,2540,1805,2354,1574
FBgn0000339,1265,635,756,1446,646,871,934
FBgn0001086,2185,1445,1324,2080,1495,1821,1457
FBgn0000250,5203,2980,3095,4007,2995,3899,2627
FBgn0014092,595,234,300,639,339,390,307
FBgn0001995,915,589,645,834,666,827,626
FBgn0040984,1,0,0,4,1,0,0
FBgn0028899,47,12,18,73,19,34,13
FBgn0259151,12,4,3,33,15,8,4
FBgn0265578,4,0,1,10,2,0,1
FBgn0087041,0,0,0,0,0,0,0
FBgn0000307,3418,2106,1715,3099,1678,2115,1634
FBgn0028506,1061,529,492,1029,491,585,546
FBgn0025678,15131,11129,12108,20681,17008,21271,9693
FBgn0028841,0,0,1,3,0,0,1
FBgn0028523,1127,756,760,1599,816,919,853
FBgn0086037,1,3,0,2,0,0,1
FBgn0020416,20467,11075,13365,16127,9136,11471,11256
FBgn0020415,29141,17218,20814,25045,15671,19479,15078
FBgn0020414,23851,12151,13450,15420,9579,12446,11815
FBgn0005677,17,14,5,21,13,14,7
FBgn0032585,1,0,0,5,2,0,0
FBgn0266329,1,0,0,1,0,2,0
