GENEID	Length
FBGN0030960	1850
FBGN0083010	143
FBGN0030575	1780
FBGN0004050	2599
FBTI0019615	9092
FBGN0029813	957
FBGN0002579	686
FBTI0060501	7409
FBGN0267965	964
FBTI0019603	2981
FBGN0024361	1037
FBGN0029885	851
FBTI0061674	515
FBGN0022710	8129
FBTI0019606	360
FBGN0029851	1686
FBGN0003996	2352
FBGN0263211	352
FBGN0030425	2572
FBGN0266263	1316
FBGN0030509	919
FBGN0004687	1399
FBGN0023177	2213
FBTI0060556	376
FBTI0061668	270
FBGN0052493	72
FBTI0062917	1478
FBGN0015615	4020
FBGN0027546	2673
FBGN0263830	960
FBTR0309576_DF_NRG	22
FBTI0063545	195
FBGN0028686	1553
FBGN0267071	200
FBGN0263665	1380
FBGN0052588	677
FBGN0030089	5497
FBGN0069938	957
FBTI0061168	195
FBGN0085350	1590
FBGN0085446	20162
FBTI0063604	66
FBTR0309746_DF_NRG	24
FBTI0019625	7289
FBGN0082924	142
FBGN0029816	827
FBTI0063327	422
FBGN0083011	145
FBTI0062761	116
FBGN0004648	8583
FBGN0030396	2304
FBGN0031020	4013
FBGN0030595	667
FBGN0025387	3310
FBGN0030005	1155
FBGN0000233	2934
FBGN0030403	2509
FBGN0027537	2786
FBGN0030522	923
FBGN0266280	525
FBGN0029929	1123
FBGN0267059	279
FBGN0030607	1855
FBGN0040347	2155
FBTI0063589	177
FBGN0030983	634
FBGN0264449	10174
FBGN0259699	6153
FBGN0030660	1903
FBTI0062861	6006
FBGN0030120	1300
FBTR0309741_DF_NRG	22
FBGN0004198	12443
FBGN0053221	1532
FBGN0002873	8895
FBGN0267176	542
FBGN0023540	2031
FBGN0052821	354
FBTI0019630	7089
FBTI0061943	342
FBGN0261592	1195
FBGN0030641	3018
FBGN0030336	4720
FBTI0063008	381
FBGN0030668	1820
FBGN0267033	29476
FBGN0040340	2503
FBGN0003086	690
FBGN0261675	3971
FBTI0019690	7415
FBTI0019732	1730
FBTI0060042	634
FBGN0259677	9156
FBGN0000152	2575
FBGN0029966	2358
FBGN0029903	6691
FBGN0265916	241
FBGN0027335	3889
FBGN0263257	14670
FBTI0059938	141
FBGN0267084	1219
FBGN0053491	501
FBGN0001189	3038
FBTI0059953	47
FBGN0040345	1301
FBGN0029589	720
FBGN0052600	4958
FBGN0250862	1512
FBGN0030881	1357
FBGN0001330	3927
FBGN0030955	1565
FBGN0047095	553
FBGN0267514	123
FBGN0262409	88
FBTI0019087	186
FBGN0004045	1611
FBGN0030832	708
FBTR0472796_DF_NRG	22
FBTI0063326	316
FBTI0019675	1062
FBGN0027329	1924
FBGN0026313	5719
FBGN0029722	1878
FBGN0030122	1888
FBTI0060518	260
FBGN0004391	6481
FBTI0059708	4883
FBTR0309616_DF_NRG	22
FBTI0062994	151
FBGN0024251	5935
FBGN0267021	735
FBGN0030620	1082
FBTI0061357	208
FBGN0264268	794
FBGN0029825	2374
FBGN0267068	503
FBTI0019084	4718
FBGN0267161	875
FBTI0061165	230
FBGN0025616	1802
FBGN0025645	1047
FBGN0030298	2819
FBGN0015380	3104
FBGN0266023	335
FBGN0266027	1122
FBGN0263049	2449
FBGN0031250	1972
FBTR0304384_DF_NRG	23
FBTI0019854	229
FBGN0032878	2170
FBGN0026324	560
FBGN0031255	2259
FBGN0266224	1103
FBGN0053878	595
FBTI0063456	408
FBGN0267986	1012
FBGN0262960	544
FBGN0003448	1668
FBTI0064057	287
FBTI0060272	143
FBTI0064281	56
FBGN0031268	1158
FBTR0304352_DF_NRG	22
FBGN0032294	725
FBTI0019256	4145
FBGN0262413	91
FBGN0028858	1646
FBGN0031733	2397
FBTI0060243	55
FBGN0032416	1634
FBGN0053848	529
FBGN0032929	2820
FBTI0063319	41
FBTI0019146	7605
FBTI0059712	634
FBGN0020906	866
FBGN0012017	73
FBGN0000056	2116
FBGN0265805	350
FBTI0019800	1586
FBGN0031238	1942
FBGN0266215	401
FBGN0031462	1930
FBGN0032744	1440
FBTI0019805	1584
FBGN0010314	1147
FBGN0027496	1105
FBGN0001987	4468
FBGN0031306	2707
FBGN0086037	135
RR48345_TRANSPOSABLE_ELEMENT	4236
FBGN0032169	1731
FBTI0059639	1958
FBGN0045852	5394
FBGN0053552	788
FBTI0062233	76
FBGN0031231	903
FBGN0028645	2611
FBGN0032363	7385
FBGN0031875	1973
FBGN0267292	408
FBGN0265810	582
FBGN0032067	2953
FBGN0028979	5708
FBTI0019221	2117
FBGN0032030	1089
FBGN0032626	1546
FBTI0060282	178
FBGN0266824	1335
FBGN0031675	2717
FBGN0266304	1062
FBGN0032348	4883
FBGN0032973	1425
FBGN0031410	914
FBGN0051643	2938
FBGN0065107	63
FBTI0019118	2750
FBGN0266896	225
FBGN0032040	984
FBGN0265688	766
FBGN0266222	2164
FBTI0064137	56
FBTI0060565	427
FBGN0032800	3227
FBGN0032084	1589
FBGN0031454	1251
FBGN0053730	36
FBGN0264815	7968
FBGN0262200	92
FBGN0264868	1071
FBGN0023388	6395
FBGN0003386	5000
FBGN0264952	267
FBGN0085211	365
FBGN0031488	3261
FBGN0266324	470
FBGN0086347	4318
FBGN0051663	3847
FBTI0061378	58
FBGN0032124	1733
FBGN0011859	71
FBTI0062985	323
FBGN0013323	1128
FBGN0264996	492
FBGN0003046	718
FBTI0064121	116
FBGN0031295	793
FBGN0265910	426
FBGN0266901	3150
FBGN0053834	1023
FBTI0019858	346
FBGN0053858	1023
FBGN0028532	867
FBGN0031388	1219
FBGN0032785	2091
FBGN0265788	718
FBGN0264556	3807
FBGN0004611	7774
FBGN0011860	71
FBTI0063648	289
FBTI0019171	1152
FBGN0266871	885
FBGN0010612	789
FBGN0264441	565
FBTI0060865	59
FBGN0266070	354
FBGN0259230	857
FBGN0027779	2829
FBGN0263133	2503
FBTI0019860	327
FBGN0265791	533
FBTI0064218	105
FBGN0265679	716
FBGN0032549	964
FBGN0266798	4902
FBGN0032420	1071
FBGN0031264	3252
FBGN0052982	3648
FBTI0060340	632
FBTI0062821	141
FBTI0062121	317
FBGN0264448	1832
FBGN0263582	791
FBGN0032335	506
FBGN0031286	1533
FBGN0053117	522
FBGN0031873	840
FBGN0032377	1596
FBGN0027363	2854
FBGN0031492	2906
FBGN0032598	2265
FBTI0060689	280
FBTI0063630	185
FBGN0032020	888
FBGN0032601	1839
FBTI0060557	459
FBGN0011863	71
FBGN0032336	1202
FBGN0031986	1404
FBGN0032721	2408
FBGN0266157	413
FBGN0262191	96
FBTI0063610	242
FBGN0031876	1230
FBGN0267488	6296
FBGN0032262	2261
FBGN0263050	2482
FBTI0060131	123
FBGN0031837	1327
FBTI0019181	1406
FBGN0051755	4909
FBGN0031389	1867
FBTI0062122	41
RR49017_TRANSPOSABLE_ELEMENT	5447
FBGN0031695	1606
FBGN0032462	1030
FBGN0267915	463
FBGN0020503	8430
FBTI0062181	107
FBGN0053642	702
FBGN0010263	8054
FBGN0262445	98
FBGN0032285	1164
FBGN0286889	270
FBGN0002855	958
FBGN0053877	413
FBGN0266428	2019
FBGN0053838	493
FBGN0001170	1662
FBGN0032086	971
FBGN0040097	779
FBTI0062911	1127
FBGN0004872	3073
FBGN0032513	2327
FBTR0309745_DF_NRG	23
FBGN0026391	1140
FBGN0264864	1006
FBGN0031239	7557
FBGN0028903	1467
FBGN0031654	894
FBGN0053735	36
FBTI0019259	215
FBTI0062950	102
FBTI0060635	3591
FBTI0062912	371
FBGN0032219	1507
FBGN0051849	2199
FBGN0011559	2923
FBGN0053852	1023
FBGN0266844	549
FBGN0263971	450
FBGN0004419	1845
FBTI0019144	5171
FBGN0031320	1667
FBGN0032100	1021
FBGN0031734	3030
FBGN0028430	673
FBTI0060304	363
FBGN0015664	2872
FBGN0263765	655
FBGN0031455	1251
FBGN0000228	4953
FBGN0032850	2487
FBTI0019228	431
FBGN0032143	1616
FBGN0002121	5986
FBGN0004584	2551
FBGN0259111	7054
FBGN0043854	4117
FBGN0032899	1087
FBGN0263916	2385
FBGN0263536	102
FBGN0000153	2135
FBGN0262359	577
FBTI0063622	211
FBTI0019836	256
FBTI0062928	9870
FBGN0028425	2368
FBGN0283440	3337
FBGN0053888	595
FBGN0262743	7157
FBGN0261089	3190
FBGN0032522	1198
FBTI0064055	33
FBGN0264087	7358
FBGN0031893	2088
FBGN0051885	74
FBGN0031456	3586
FBTR0472770_DF_NRG	21
FBGN0082936	75
FBGN0031854	3076
FBTI0062849	114
FBGN0263843	529
FBGN0001983	2222
FBTI0062263	133
FBGN0028987	1213
FBTI0019877	213
FBGN0283659	1170
FBTI0060301	130
FBGN0031542	1402
FBGN0042187	808
FBTI0062802	601
FBGN0027600	1149
FBTR0472777_DF_NRG	23
FBGN0028572	3566
FBTI0060159	178
FBGN0053899	413
FBGN0263842	318
FBTI0061155	106
FBTR0304220_DF_NRG	22
FBGN0262947	3013
FBGN0264266	447
FBGN0040099	3044
FBGN0053511	1248
FBTI0064250	121
FBGN0263080	513
FBGN0031466	1293
FBGN0267743	401
FBGN0053871	528
FBGN0032602	1903
FBGN0063389	68
FBGN0085374	1777
FBGN0041723	4685
FBGN0053883	413
FBTI0059810	62
FBGN0032305	4511
FBGN0032136	13330
FBGN0085339	4571
FBGN0042092	1081
FBGN0032167	2623
FBGN0032293	655
FBGN0032053	628
FBGN0250903	3620
FBGN0024734	3790
FBGN0031592	1595
FBGN0053120	2301
FBTI0019098	8982
FBGN0032780	1433
FBGN0053922	537
FBGN0011865	71
FBGN0032175	4130
FBGN0260954	613
FBGN0264545	521
FBTI0062931	1254
FBGN0051797	2809
FBGN0031459	709
FBTI0060284	1181
FBGN0263649	1860
FBTI0064076	1225
FBTI0019188	186
FBGN0001992	2787
FBTI0063673	40
FBGN0015772	7322
FBGN0032244	1134
FBGN0032109	2234
FBGN0262272	89
FBTI0062818	266
FBGN0010520	758
FBGN0003270	786
FBGN0031610	1411
FBGN0053826	493
FBGN0022069	2882
FBGN0032480	4085
FBGN0261871	3039
FBGN0031697	2616
FBGN0031390	5404
FBTI0062268	77
FBGN0001942	2480
FBGN0011985	82
FBGN0266318	532
FBGN0267268	673
FBTI0059647	216
FBGN0031620	3034
FBTI0062954	404
FBTI0062976	325
FBTI0063690	71
FBGN0086758	12618
FBTI0063493	289
FBTI0019797	1082
FBGN0265907	741
FBGN0264867	1241
FBGN0264349	1707
FBGN0266843	223
FBGN0032717	5295
FBGN0031313	2617
FBGN0032520	2209
FBGN0032318	778
FBTI0063586	146
FBTI0019749	6011
FBGN0266369	2930
FBGN0263327	644
FBGN0263982	803
FBGN0004620	3253
FBGN0003444	4008
FBGN0052831	1772
FBGN0051908	2135
FBGN0259151	1949
FBGN0032882	1961
FBGN0053890	595
FBGN0266160	324
FBGN0266140	1431
FBGN0031450	2820
FBGN0010398	1874
FBTI0062269	145
FBGN0014127	2908
FBGN0261068	727
FBGN0051665	5666
FBGN0265995	433
FBTI0059982	43
FBGN0267927	967
FBTI0059635	76
FBGN0031834	2070
FBGN0262002	2377
FBGN0021856	1055
FBGN0032153	393
FBGN0015924	2848
FBGN0031700	652
FBTI0060338	290
FBGN0032205	861
FBTI0060370	142
FBTI0062647	37
FBGN0031314	1925
FBGN0051824	679
FBTR0309607_DF_NRG	22
FBTI0062724	108
FBGN0031579	687
FBGN0266910	321
FBGN0086673	3715
FBGN0265070	3138
FBTI0062176	329
FBTI0061431	28
FBGN0032399	3980
FBGN0040228	730
FBTI0062208	9135
FBGN0000114	7791
FBGN0051955	1088
FBGN0032514	1972
FBTI0062930	387
FBGN0031791	964
FBGN0265452	913
FBGN0267267	290
FBGN0015399	5788
FBGN0250835	785
FBTI0019234	3247
FBGN0026379	3134
FBGN0032805	1297
FBGN0032125	711
FBGN0265794	316
FBGN0260446	5642
FBGN0032101	966
FBGN0028515	1516
FBGN0001991	10481
FBGN0000351	1655
FBGN0085477	1052
FBGN0263866	763
FBTI0059747	14327
FBTI0019236	6413
FBGN0040972	409
FBGN0262456	110
FBTI0060558	33
FBGN0053928	543
FBGN0032486	1420
FBGN0031611	2729
FBGN0265816	249
FBGN0266169	497
FBGN0032479	5528
FBGN0031530	3575
FBGN0053296	1949
FBGN0264993	677
FBGN0267255	463
FBGN0053731	36
FBTI0019792	323
FBTI0062262	167
FBTI0060722	494
FBTI0062929	290
FBGN0267282	201
FBGN0032857	3072
FBGN0031710	2168
FBGN0266221	659
FBGN0261055	612
FBGN0032740	741
FBGN0000250	3324
FBGN0031653	827
FBGN0264994	1071
FBGN0031805	2309
FBGN0032376	1111
FBGN0053728	36
FBGN0001075	16852
FBGN0262001	604
FBGN0051971	72
FBGN0031437	1070
FBTI0060175	196
FBTI0062130	306
FBGN0032404	1793
FBGN0028902	2169
FBTI0019791	2123
FBGN0263564	94
FBGN0086357	2128
FBGN0024689	2477
FBTI0019205	9078
FBGN0051954	978
RR48902_TRANSPOSABLE_ELEMENT	4705
FBGN0032770	690
FBGN0028852	1560
FBGN0032858	1689
FBTI0060356	10192
FBGN0031668	846
FBTI0060559	36
FBGN0043841	2118
FBGN0032116	3337
FBGN0004915	1604
FBGN0052987	1037
FBTI0063417	147
FBGN0032809	910
FBGN0265687	1028
FBGN0031769	2412
FBGN0263846	8942
FBTI0062087	35
FBGN0031560	325
FBGN0032034	733
FBGN0032881	1335
FBGN0265909	361
FBGN0267285	573
FBGN0032635	1683
FBGN0032586	3043
FBGN0031782	1724
FBGN0031638	1734
FBTR0472734_DF_NRG	22
FBGN0032979	2897
FBGN0015271	1687
FBGN0051729	5656
FBGN0265585	796
FBTI0064139	56
FBGN0024314	2867
FBGN0053851	529
FBTI0060095	326
FBGN0032688	4012
FBGN0051787	876
FBGN0015320	2252
FBGN0266838	342
FBGN0031312	1272
FBGN0261054	386
FBGN0028942	835
FBGN0032517	6023
FBGN0015031	522
FBTI0019218	5017
FBGN0015376	3236
FBTI0060901	53
FBGN0032968	1947
FBGN0032699	3046
FBGN0027490	3251
FBGN0026196	1813
FBGN0284253	3934
FBGN0032161	1103
FBGN0003936	126
FBGN0265582	452
FBGN0032799	810
FBGN0261787	4892
FBGN0086856	931
FBGN0265992	745
FBGN0267006	695
FBGN0262782	1289
FBTR0304213_DF_NRG	25
FBGN0032820	1202
FBTI0019104	2810
FBGN0000273	5725
FBTR0309735_DF_NRG	23
FBGN0053810	1023
FBGN0032789	1145
FBTI0019190	4699
FBGN0264872	425
FBGN0026398	1421
FBGN0052829	865
FBTI0059683	1254
FBGN0031413	1783
FBGN0053903	413
FBTI0019265	6379
FBGN0264368	807
FBTI0060026	150
FBGN0032406	1035
FBGN0028944	789
FBGN0003502	9022
FBTI0019847	415
FBGN0032731	1860
FBGN0264443	3707
FBGN0053315	421
FBTI0060590	310
FBGN0284220	5242
FBTI0062723	76
FBGN0261560	755
FBGN0267005	649
FBGN0020414	3954
FBGN0085204	662
FBGN0032603	1651
FBGN0263333	657
FBGN0032171	989
FBGN0032322	1013
FBGN0259989	927
FBGN0051678	5676
FBGN0262878	541
FBGN0004858	3326
FBTI0061526	85
FBTI0062012	322
FBGN0054011	1090
FBGN0265254	205
FBGN0032083	2719
FBGN0002985	2347
FBGN0032385	793
FBTI0061379	112
FBGN0028912	72
FBGN0031910	1321
FBGN0028694	1208
FBGN0083038	134
FBGN0028513	1684
FBGN0054003	466
FBGN0051914	72
FBGN0262243	100
FBTI0062801	597
FBGN0032733	1718
FBGN0053640	537
FBTI0060303	445
FBTI0062803	50
FBGN0283728	929
FBGN0032193	772
FBTR0304515_DF_NRG	24
FBGN0261836	69810
FBGN0263320	686
FBTI0019193	5145
FBGN0003942	592
FBGN0053643	537
FBGN0043825	1539
FBTI0062156	138
FBGN0031979	655
FBGN0032004	1105
FBGN0266209	357
FBGN0032768	1305
FBGN0000251	2570
FBGN0267330	1746
FBTI0062248	311
FBGN0032178	1428
FBTI0063488	150
FBGN0264874	1082
FBGN0031799	4546
FBGN0031702	3231
FBGN0031275	7035
FBGN0264353	1650
FBGN0032701	1873
FBGN0083036	134
FBGN0053893	413
FBGN0032130	3400
FBGN0262126	4827
FBGN0266449	1771
FBGN0032769	1177
FBGN0266328	451
FBTI0063691	138
FBGN0031883	3222
FBGN0267254	279
FBGN0032163	1763
FBGN0058006	2590
FBGN0065110	1653
FBTI0060322	138
FBGN0032650	1412
FBGN0267726	596
FBGN0032378	2553
FBGN0032833	1231
FBTI0019142	2909
FBGN0051807	983
FBGN0032835	1095
FBGN0026141	736
FBTI0062988	777
FBGN0031723	1243
FBGN0053898	595
FBGN0031219	1124
FBGN0040717	528
FBGN0265072	790
FBTI0063777	44
FBGN0287630	2737
FBGN0040723	550
FBTI0060186	96
FBGN0264351	875
FBTI0063511	558
FBGN0028878	2122
FBGN0264745	1709
FBGN0032198	928
FBGN0052984	1960
FBTI0062155	398
FBGN0262194	95
FBTR0309710_DF_NRG	22
FBGN0053129	3508
FBTI0019180	2373
FBGN0011737	2652
FBGN0032439	1749
FBGN0032817	12133
FBGN0263561	123
FBGN0051694	2639
FBGN0032620	1562
FBGN0032751	571
FBGN0261831	660
FBGN0000406	1557
FBGN0085203	720
FBGN0000120	2476
FBGN0031818	1944
FBTR0304473_DF_NRG	23
FBTI0019240	237
FBTI0059702	15425
FBTI0060094	316
FBTI0019138	9113
FBGN0032524	1335
FBGN0261999	5851
FBGN0051675	1151
FBTI0019184	6997
FBGN0032475	5006
FBGN0266886	768
FBGN0264253	774
FBTI0063042	82
FBTI0062955	530
FBGN0031244	1452
FBGN0031256	1488
FBGN0266870	534
FBGN0032506	4191
FBGN0263654	422
FBGN0040104	974
FBGN0031304	2701
FBGN0031533	1338
FBGN0086038	100
FBGN0005664	2261
FBTR0472743_DF_NRG	23
FBGN0032477	1557
FBGN0014076	499
FBGN0031573	2418
FBGN0003983	491
FBGN0031252	1219
FBGN0032405	2590
FBGN0259959	309
FBGN0031830	729
FBGN0266322	2798
FBTI0019114	7372
FBGN0264346	685
FBTI0019169	5249
FBGN0031637	4096
FBGN0267269	2531
FBGN0263870	566
FBGN0262148	1374
FBGN0266832	366
FBGN0042175	2029
FBGN0032677	2508
FBGN0265954	387
FBGN0031762	3750
FBGN0263019	10706
FBGN0266316	1316
FBGN0267928	458
FBGN0031676	1605
FBGN0022153	5246
FBGN0032264	2370
FBGN0002931	2225
FBGN0026760	3181
FBTI0063643	56
FBGN0015808	1883
FBGN0032869	939
FBTI0060373	866
FBTI0019095	120
FBGN0265946	291
FBGN0032965	1624
FBGN0041182	5288
FBGN0031663	769
FBGN0085370	7703
FBGN0032247	1050
FBGN0264870	325
FBTR0445490_DF_NRG	23
FBGN0031515	3135
FBGN0261983	3043
FBGN0262177	91
FBGN0031265	2310
FBGN0032969	5627
FBGN0031283	896
FBGN0266907	1229
FBGN0266223	1276
FBGN0040964	886
FBTR0309611_DF_NRG	22
FBGN0020880	2226
FBTI0063318	66
FBTI0064126	336
FBGN0032058	2129
FBGN0031716	2148
FBGN0083032	134
FBGN0025881	113
FBGN0032050	2450
FBTI0063762	38
FBGN0266308	465
FBTR0304392_DF_NRG	22
FBGN0015338	1126
FBTI0060053	1138
FBTI0064213	54
FBGN0028838	1301
FBGN0031693	1666
FBGN0265817	1036
FBGN0026756	1644
FBTI0060389	850
FBGN0262333	89
FBGN0250844	1333
FBGN0267992	1364
FBGN0020376	1168
FBGN0003979	745
FBGN0263648	617
FBGN0032456	7649
FBGN0031597	1979
FBGN0266220	593
FBTI0063665	530
FBGN0267996	1820
FBGN0002938	5425
FBGN0010395	3340
FBGN0261349	1558
FBGN0259717	691
FBTI0062254	778
FBGN0028866	1857
FBGN0021796	7987
FBGN0032135	2682
FBTI0019760	1435
FBGN0261567	344
FBGN0032029	2079
FBGN0032230	1281
FBTI0064171	56
FBGN0262460	72
FBGN0064225	3835
FBGN0040959	361
FBGN0032088	1835
FBTI0019168	542
FBGN0266022	366
FBGN0032487	980
FBGN0001994	4402
FBGN0053808	476
FBTI0062033	430
FBGN0032658	2168
FBTI0019795	704
FBGN0000559	3056
FBGN0026147	7646
FBGN0032078	2378
FBGN0031866	5645
FBGN0262213	115
FBGN0262886	999
FBGN0265949	367
FBGN0264370	457
FBGN0031851	1703
FBGN0025686	1893
FBGN0032523	737
FBGN0019982	1259
FBGN0266025	843
FBGN0031345	684
FBTI0019103	482
FBTI0019852	1470
FBGN0053811	333
FBGN0032693	1658
FBGN0028889	84
FBGN0267011	259
FBGN0266212	526
FBGN0028886	2828
FBGN0000392	4306
FBGN0002593	768
FBTR0472774_DF_NRG	22
FBGN0262543	1164
FBGN0031881	1245
FBGN0265683	268
FBTI0064049	102
FBTI0019210	7411
FBGN0265587	813
FBTI0062913	198
FBTI0063664	152
FBGN0028945	813
FBGN0265813	3083
FBGN0275432	682
FBGN0031959	2552
FBGN0032189	1259
FBGN0002525	3737
FBGN0264672	1869
FBGN0051851	1168
FBTI0063043	231
FBTI0060348	48
FBGN0051803	929
FBGN0053905	413
FBGN0261683	2650
FBTI0059794	3612
FBTR0304430_DF_NRG	23
FBGN0032445	821
FBGN0051860	2264
FBGN0014859	7704
FBTI0062118	213
FBGN0031518	3475
FBGN0016926	2497
FBGN0032812	1760
FBTI0059745	6856
FBGN0267276	822
FBGN0032779	3351
FBGN0021906	1118
FBGN0028530	1433
FBTI0019108	5520
FBTI0059816	341
FBGN0032859	1974
FBGN0027550	2581
FBGN0031835	8072
FBGN0011291	777
FBGN0264261	1918
FBGN0053002	932
FBGN0032670	953
FBGN0265672	382
FBTI0062249	120
FBTR0304206_DF_NRG	21
FBTI0063555	366
FBGN0032815	3287
FBGN0250907	7373
FBTI0063504	455
FBGN0011283	575
FBGN0032484	2703
FBGN0085380	3223
FBGN0045486	1185
FBTI0019206	187
FBGN0000318	716
FBTI0019833	2579
FBTI0064298	292
FBGN0032763	1839
FBGN0028939	2819
FBGN0031420	4078
FBTI0062150	520
FBGN0265080	588
FBGN0263330	364
FBGN0266831	255
FBGN0051814	3986
FBGN0031501	869
FBTI0064199	122
FBTI0019251	387
FBGN0266878	244
FBGN0082938	75
FBGN0031478	1785
FBGN0267260	232
FBGN0032292	964
FBTI0064195	549
FBGN0284414	872
FBGN0032482	2210
FBGN0032280	746
FBTI0059701	2758
FBGN0031804	1148
FBGN0032104	929
FBGN0031815	2254
FBGN0053648	951
FBGN0051612	3433
FBGN0053746	36
FBGN0262097	1980
FBGN0032896	905
FBGN0032260	1555
FBGN0053923	537
FBGN0032961	1644
FBGN0041184	3503
FBGN0032236	917
FBGN0265680	505
FBGN0266020	645
FBGN0265821	423
FBGN0053872	595
FBTI0019165	2327
FBGN0265968	846
FBTI0059821	67
FBGN0028880	1449
FBGN0067311	695
FBGN0266874	1174
FBGN0000464	10337
FBGN0001086	1996
FBGN0043362	12155
FBGN0259950	553
FBGN0264434	252
FBGN0031877	1218
FBGN0263469	156
FBGN0031485	878
FBGN0039958	2330
FBGN0053318	523
FBGN0031422	1493
FBGN0031235	1660
FBTI0063613	115
FBGN0031662	1194
FBGN0053901	413
FBGN0040950	1670
FBGN0053891	413
FBTI0019756	6999
FBTI0019842	1144
FBGN0015000	1784
FBGN0032281	627
FBGN0053801	1023
FBGN0032069	3160
FBGN0032600	8738
FBTI0019244	3793
FBTI0060286	129
FBGN0086041	88
FBGN0032299	469
FBGN0266913	317
FBGN0032940	5170
FBTI0059642	196
FBGN0028949	868
FBGN0260228	2425
FBGN0031323	802
FBGN0031324	802
FBGN0266138	414
FBGN0031296	1395
FBGN0053727	36
FBGN0000320	3690
FBGN0266151	448
FBGN0266366	369
FBGN0264438	853
FBGN0032640	1534
FBGN0266882	904
FBGN0032431	929
FBGN0262033	504
FBGN0266912	694
FBTR0304386_DF_NRG	24
FBGN0284413	897
FBGN0004507	3144
FBGN0266821	1095
FBGN0260454	2398
FBGN0051840	378
FBGN0053322	1599
FBGN0028644	4924
FBTI0064312	143
FBGN0032006	6653
FBGN0028541	2669
FBGN0031972	1502
FBTI0019130	7062
FBGN0003866	4732
FBGN0259998	1205
FBGN0264296	438
FBGN0263873	14459
FBTI0063507	58
FBGN0031483	1933
FBGN0004868	2501
FBTI0019217	660
FBGN0031273	2549
FBGN0053841	493
FBGN0265148	541
FBGN0265586	593
FBGN0027094	3289
FBGN0032372	1218
FBGN0032434	1623
FBGN0028919	1549
FBTR0472703_DF_NRG	23
FBGN0053310	2632
FBGN0031489	1577
FBGN0031498	1425
FBTI0060677	604
RR48810_TRANSPOSABLE_ELEMENT	8573
FBGN0031646	1294
FBGN0051716	4475
FBGN0051864	926
FBGN0283531	5336
FBGN0040705	460
FBGN0031607	1224
FBGN0065104	157
FBGN0266325	1359
FBGN0031836	2405
FBTR0304244_DF_NRG	22
FBTI0063022	37
FBGN0031430	883
FBGN0032437	1288
FBGN0264433	476
FBGN0045501	1185
FBTI0062692	31
FBGN0261881	800
FBGN0265085	919
FBGN0083029	136
FBGN0032284	538
FBGN0031548	2398
FBGN0031720	955
FBTI0019232	2962
FBGN0051939	72
FBGN0286913	651
FBTI0019750	6523
FBGN0266319	955
FBGN0265997	237
FBGN0032614	2818
FBTI0060618	700
FBGN0022023	1496
FBGN0028913	712
FBTR0304524_DF_NRG	22
FBGN0028507	1738
FBTI0060585	62
FBGN0031351	1030
FBGN0024248	3578
FBGN0264888	465
FBTI0060126	92
FBTI0062085	106
FBGN0031399	2956
FBGN0266037	487
FBGN0051604	72
FBTI0064162	463
FBGN0250837	824
FBGN0045487	1176
FBGN0031277	483
FBGN0266153	601
FBTI0060561	88
FBGN0261805	422
FBTI0059653	719
FBTI0060388	237
FBGN0085201	943
FBTI0064129	79
FBGN0026778	1484
FBTI0060331	1924
FBGN0265686	351
FBGN0262406	78
FBTI0062180	147
FBGN0265583	230
FBGN0264371	1704
FBGN0266150	625
FBGN0032685	5187
FBGN0032454	3637
FBGN0015316	1280
FBGN0031865	2745
FBGN0015609	14396
FBGN0086036	91
FBGN0041097	7118
FBGN0032988	2140
FBGN0031636	2326
FBTI0063350	83
FBGN0284244	2672
FBGN0003209	5011
FBTI0019207	5019
FBGN0267012	877
FBGN0032811	1156
FBTR0472775_DF_NRG	22
FBGN0262352	1119
FBGN0040079	2439
FBGN0263555	117
FBTI0063486	474
FBGN0284224	5345
FBGN0031728	2162
FBTI0019830	2703
FBGN0031463	1194
FBGN0032055	1796
FBGN0053829	493
FBGN0031859	1312
FBGN0083023	131
FBGN0031975	3129
FBGN0031301	3266
FBGN0032748	4507
FBGN0263354	9436
FBTI0064164	121
FBGN0086039	73
FBGN0051942	73
FBTR0304428_DF_NRG	23
FBTI0019160	3613
FBGN0263847	116
FBTI0061506	48
FBGN0024183	3372
FBTR0304498_DF_NRG	23
FBGN0032375	808
FBGN0032910	3125
FBTI0059744	10654
FBGN0259984	7100
FBTI0060615	1110
FBTR0304183_DF_NRG	22
FBGN0264362	785
FBGN0267735	936
FBGN0264447	1241
FBGN0032888	659
FBGN0032709	450
FBGN0083026	132
FBGN0267259	232
FBTI0060884	27
FBGN0264295	295
FBGN0032824	769
FBGN0032268	758
FBGN0032536	3426
FBGN0031649	2888
FBGN0286891	431
FBTI0059715	2976
FBTI0062267	223
FBGN0051943	72
FBGN0032682	2100
FBTI0019164	181
FBGN0032048	1295
FBGN0010287	983
FBGN0267964	8637
FBTI0060251	1416
FBTR0309685_DF_NRG	22
FBTI0059673	2675
FBGN0032827	2008
FBTR0472701_DF_NRG	22
FBTI0019258	2483
FBGN0261239	4984
FBGN0263474	137
FBGN0032849	863
FBGN0263095	511
FBGN0265803	765
FBGN0032023	1608
FBGN0031822	483
FBGN0265256	712
FBGN0262943	320
FBTI0064228	41
FBGN0250906	2112
FBTI0019226	722
FBTI0062149	99
FBTI0063465	56
FBGN0263094	152
FBGN0032472	459
FBGN0264743	2778
FBGN0259716	2078
FBGN0031738	5434
FBGN0264548	492
