Symbol	GSM6160812	GSM6160813	GSM6160814	GSM6160821	GSM6160822	GSM6160823
TNFSF12-TNFSF13	183	207	192	159	149	137
TNFSF12	363	414	384	248	267	261
TNFSF13	136	126	125	123	113	117
SENP3	2090	2069	2097	1975	1985	1994
SENP3-EIF4A1	28460	28880	29828	29890	30005	30059
EIF4A1	26653	27110	28000	28178	28305	28317
SNORA48	18	17	12	7	12	13
SNORD10	98	99	130	55	42	47
SNORA67	128	132	143	90	85	71
CD68	1500	1473	1504	1962	2090	1925
LOC100996842	377	431	422	307	324	339
MPDU1	4495	4718	4841	4395	4309	4296
SOX15	55	54	58	55	42	56
FXR2	2667	2904	2818	3272	3338	3191
SHBG	35	35	47	14	32	19
SAT2	2379	2429	2664	1990	2086	2067
ATP1B2	6	10	6	8	9	4
TP53	5877	6049	5923	4383	4235	3932
WRAP53	1770	1860	1784	1504	1529	1381
EFNB3	74	76	68	126	107	105
DNAH2	2	5	5	4	8	13
RPL29P2	0	0	0	0	0	0
LOC105371516	0	1	0	1	0	1
KDM6B	689	704	709	2486	2321	2201
LOC107987244	36	45	52	133	133	134
TMEM88	11	10	9	34	36	35
NAA38	2321	2450	2631	2320	2220	2016
CYB5D1	1677	1707	1772	1348	1486	1447
CHD3	10623	10214	9704	8777	8732	8644
SCARNA21	2	2	2	3	2	3
RNF227	107	135	110	95	90	67
KCNAB3	84	113	121	57	84	88
TRAPPC1	4285	4624	4915	4768	4626	4097
CNTROB	1732	1782	1822	1681	1683	1572
LOC105371517	2	4	0	0	2	0
GUCY2D	8	2	6	6	6	6
ALOX15B	0	0	4	0	2	0
ALOX12B	81	77	114	100	91	87
LOC107985075	93	112	105	121	133	120
MIR4314	0	0	0	0	0	0
ALOXE3	36	29	39	67	54	60
TRK-TTT3-5	0	0	0	0	0	0
TRQ-CTG1-5	2	0	0	1	0	0
TRL-TAG1-1	0	0	0	0	0	0
HES7	47	57	40	29	17	26
TRR-TCT2-1	1	1	0	1	0	0
TRG-GCC2-6	6	2	1	0	0	0
LOC105376799	0	0	0	0	0	0
TRS-CGA1-1	0	0	0	0	0	0
TRT-AGT5-1	0	0	0	0	0	0
PER1	495	492	452	245	221	227
MIR6883	0	3	0	0	0	0
VAMP2	1982	2047	2058	1683	1706	1695
TMEM107	504	518	508	336	404	398
SNORD118	13	13	12	7	7	11
LOC105371520	15	23	22	6	20	15
TRW-CCA3-3	1	2	1	0	0	0
TRS-GCT4-3	0	0	0	0	0	0
MIR4521	0	0	0	0	0	0
TRT-AGT1-1	0	0	0	0	0	0
TRI-AAT5-5	0	0	0	0	0	0
BORCS6	510	510	583	485	467	497
AURKB	2313	2390	2612	2654	2716	2415
LINC00324	26	24	33	25	15	17
TRW-CCA1-1	1	3	3	4	3	5
TRG-TCC3-1	0	0	0	0	0	1
TRD-GTC2-11	5	1	2	2	0	0
TRP-CGG1-3	1	0	2	1	1	0
CTC1	1335	1500	1381	817	956	866
TRT-AGT1-2	4	4	5	2	3	2
TRS-AGA2-6	3	9	4	1	2	4
TRI-AAT4-1	21	14	8	4	8	10
PFAS	4022	3950	3732	3157	3424	3184
SLC25A35	898	979	936	807	819	783
RANGRF	473	536	502	539	502	465
ARHGEF15	0	0	0	0	0	2
ODF4	0	0	0	0	0	0
LOC100128288	101	138	109	123	137	123
KRBA2	146	130	93	187	170	195
RPL26	24394	24778	26132	24128	23573	25114
RNF222	2	0	1	8	0	0
NDEL1	1797	1786	1839	2153	2017	2169
MYH10	3972	3524	3395	3190	3262	3396
LOC107987245	158	114	121	108	113	94
LOC112268195	56	58	44	49	30	51
LOC102724262	59	39	32	31	41	39
LOC105371525	0	0	0	0	0	0
LOC105371526	0	0	0	0	0	0
CCDC42	0	0	0	1	6	0
LOC105371529	0	0	0	0	0	0
SPDYE4	0	0	0	0	0	0
LOC105371530	0	0	0	0	0	0
MFSD6L	0	0	0	0	0	0
PIK3R6	0	0	0	4	2	0
LOC107985071	0	0	0	0	0	0
LOC107985063	0	0	0	0	2	0
PIK3R5	0	0	4	4	2	2
PIK3R5-DT	0	0	0	0	0	0
NTN1	12	14	5	23	14	16
LOC101928266	0	0	0	0	0	0
LOC105371532	16	10	13	11	12	9
LOC105371531	12	26	23	9	3	12
STX8	1059	1000	1039	762	743	714
CFAP52	22	31	16	19	22	16
USP43	298	310	355	467	536	477
LOC107985011	0	3	0	2	0	2
DHRS7C	0	0	0	1	0	0
GSG1L2	0	0	2	0	0	0
GLP2R	1362	1266	1398	1383	1355	1405
RCVRN	0	0	0	0	0	2
GAS7	49	29	54	392	381	382
MYH13	0	0	0	0	0	0
LOC107985004	0	0	0	0	0	0
MYHAS	0	0	0	0	0	0
MYH8	0	0	0	0	0	0
MYH4	0	0	0	0	0	0
MYH1	0	0	0	0	0	0
MYH2	0	0	0	0	0	0
MYH3	114	122	129	64	73	93
SCO1	4642	4092	3966	3892	4172	4094
ADPRM	261	285	307	241	216	255
TMEM220	364	300	279	198	196	250
MAGOH2P	7	9	16	5	8	9
TMEM220-AS1	44	35	35	15	19	18
TMEM238L	4	2	2	0	2	0
PIRT	0	0	4	0	0	0
LOC105371536	0	0	0	0	0	0
SHISA6	0	0	0	0	0	0
DNAH9	4	6	2	6	4	4
LOC101928350	0	0	0	0	0	0
ZNF18	533	557	492	408	395	387
MAP2K4	3052	3137	3180	3230	3192	3176
MIR744	1	0	1	1	1	0
LINC00670	0	0	0	0	0	0
LOC105371540	0	0	0	0	0	0
MYOCD	76	49	79	571	581	605
MYOCD-AS1	0	0	0	0	0	0
ARHGAP44-AS1	7	1	8	38	39	34
ARHGAP44	204	203	162	228	235	249
MIR1269B	0	0	0	0	0	0
ELAC2	6282	6513	6690	5904	6323	5993
LINC02093	0	0	0	0	0	0
LOC105371543	0	0	0	10	10	3
HS3ST3A1	10	7	10	17	15	17
MIR548H3	0	0	0	0	0	0
LOC105371544	0	0	0	0	0	0
LOC107985014	9	8	4	2	5	4
LOC100506974	6	0	0	5	2	0
CDRT15P1	19	13	13	16	19	14
COX10-DT	282	285	273	190	227	204
COX10	1432	1400	1450	1484	1510	1419
CDRT15	6	7	7	6	6	9
HS3ST3B1	114	109	102	95	111	94
MGC12916	11	6	15	26	11	4
LOC107985080	2	0	0	2	0	0
LOC107984996	0	0	0	0	0	0
LOC105371545	0	0	0	0	0	0
LINC02096	0	0	0	0	0	0
CDRT7	0	0	0	0	0	0
LOC101928475	0	0	0	0	0	0
CDRT8	0	0	0	0	0	0
LOC107984976	0	0	0	0	0	0
LOC105371547	0	0	0	0	0	0
PMP22	4523	4801	4742	3069	3450	3364
MIR4731	0	0	0	0	0	0
TEKT3	4	2	4	3	0	2
TVP23C-CDRT4	269	274	239	195	244	221
CDRT4	179	175	156	116	145	130
CDRT3	0	0	2	0	2	4
TVP23C	470	490	426	408	516	481
FBXW10B	344	317	306	182	197	181
TRIM16	10695	10907	11033	9380	9161	9263
ZNF286A	1173	1067	1152	1285	1407	1322
TBC1D26	6	2	2	0	1	2
TBC1D26-AS1	1	0	0	0	0	0
LOC105371559	0	1	0	0	0	0
CDRT15P2	0	0	0	0	0	0
MEIS3P1	461	451	430	491	508	567
LINC02087	0	0	0	0	0	0
LOC105371557	0	0	0	0	0	0
ADORA2B	574	628	580	258	235	281
ZSWIM7	868	864	861	731	747	652
TTC19	3103	3003	2917	3146	3189	3224
NCOR1	9656	8848	8456	9343	9621	9622
SNORD163	0	0	0	0	0	0
PIGL	1249	1343	1302	1577	1505	1618
MIR1288	0	0	0	0	0	0
CENPV	1379	1507	1577	1695	1750	1719
UBB	41856	42985	44548	41506	41744	41000
TRPV2	25	10	18	22	18	22
SNHG29	12794	12726	13139	11662	11188	12117
SNORD49B	1099	1037	1062	1246	1036	1162
SNORD49A	55	43	37	34	38	49
SNORD65	31	37	24	23	21	17
LRRC75A	3800	3929	4036	3447	3245	3446
LOC105371554	11	25	16	28	10	27
ZNF287	526	508	531	484	594	458
ZNF624	226	197	197	246	265	271
CCDC144A	355	295	231	215	242	304
USP32P1	717	704	797	469	528	465
FAM106C	17	9	6	10	6	6
LOC105371553	0	0	5	6	2	0
LOC105371552	2	0	0	1	0	0
KRT16P2	9	4	3	4	1	2
LOC105371551	0	1	0	0	0	0
KRT17P1	0	0	1	0	0	0
TBC1D27P	0	0	1	0	0	0
TNFRSF13B	0	0	0	0	0	0
LOC284191	0	0	0	0	0	0
LINC02090	0	0	0	0	0	0
MPRIP	12980	12399	11685	15366	15265	14928
PLD6	379	327	363	168	174	153
FLCN	1237	1276	1201	1121	1115	1076
COPS3	5594	5437	5552	4950	5206	5378
NT5M	532	529	545	505	470	435
MED9	767	855	852	886	953	918
RASD1	37	54	34	18	25	21
PEMT	1594	1565	1639	1677	1637	1429
SMCR2	5	8	4	9	4	4
RAI1	4197	4052	3782	4884	4676	4324
RAI1-AS1	0	0	0	0	0	1
SMCR5	4	0	2	0	0	2
SREBF1	13055	14089	13487	13530	14669	13115
MIR6777	16	18	18	6	11	9
MIR33B	4	1	1	2	1	1
TOM1L2	2345	2367	2389	2444	2422	2289
DRC3	100	91	73	114	88	78
LOC107984989	7	5	3	6	2	4
ATPAF2	943	906	974	854	858	892
GID4	1138	1119	1184	1267	1334	1347
DRG2	2069	1915	2126	2008	1964	1865
LOC105371566	156	133	141	142	188	145
MYO15A	6	15	12	13	14	5
LOC105371567	0	0	1	0	0	0
ALKBH5	4098	4251	4152	3580	3524	3231
LLGL1	1569	1617	1549	1715	1626	1615
FLII	7802	7958	7766	8528	8557	8310
MIEF2	492	558	541	488	471	350
TOP3A	2596	2545	2403	2035	2261	2224
SMCR8	3425	3056	2877	3246	3119	3278
SHMT1	4237	4187	4261	3450	3678	3541
MIR6778	6	3	6	2	5	5
EVPLL	0	3	2	1	5	0
LINC02076	53	45	39	29	42	28
KRT17P5	0	1	1	1	0	0
KRT17P2	4	0	1	1	0	0
LOC105371570	0	0	0	0	0	0
KRT16P1	0	1	1	1	0	0
LOC105371569	0	0	2	0	0	0
LGALS9C	17	10	10	9	6	8
USP32P2	107	122	102	66	50	62
FAM106A	13	6	3	3	3	3
CCDC144BP	140	85	85	72	84	85
LOC107985051	0	0	0	1	0	0
TBC1D28	2	0	1	0	0	2
ZNF286B	291	282	254	332	283	299
FOXO3B	431	455	404	572	589	647
TRIM16L	10477	10701	10922	8717	9024	8824
FBXW10	267	292	306	165	179	146
TVP23B	2101	2075	2077	1992	2128	2122
LOC101929141	11	8	8	7	6	9
PRPSAP2	1793	1860	1735	1560	1506	1609
SLC5A10	234	224	232	653	598	601
FAM83G	2154	2078	2015	5664	5544	5175
GRAP	10	12	5	41	36	34
LOC112268188	1	1	0	0	1	1
SNORD3B-1	1	2	2	3	5	7
SNORD3B-2	0	1	2	2	2	5
LOC102724624	8	18	11	13	14	11
SNORD3D	2	3	5	3	7	8
GRAPL	26	26	36	46	52	38
GRAPL-AS1	18	24	24	24	24	22
SNORD3A	7	8	8	16	13	14
SNORD3C	1	1	1	0	1	2
LOC388436	30	34	39	40	42	37
EPN2	1594	1640	1560	1991	1920	1793
EPN2-IT1	6	7	6	16	18	12
EPN2-AS1	5	3	13	2	2	1
B9D1	1641	1676	1776	1608	1594	1488
MIR1180	1	1	0	0	2	0
LOC105371573	6	16	10	4	5	7
MAPK7	913	926	838	1164	1134	1030
MFAP4	37	49	33	39	34	48
RNF112	14	9	10	16	8	5
LOC105371574	4	0	2	0	1	0
LINC02094	3	0	0	0	2	0
LOC112268205	0	2	0	0	0	0
TRW-CCA2-1	0	0	0	0	0	0
SLC47A1	1410	1395	1507	1172	1318	1251
SNORA59B	1	1	2	4	7	3
LOC105371578	35	47	35	37	43	48
ALDH3A2	15410	14852	15097	11828	12527	12304
SLC47A2	12	32	25	19	22	17
ALDH3A1	233386	245416	245209	162922	162681	154653
ULK2	2028	1820	1838	2359	2254	2293
TRG-CCC3-1	4	3	5	2	2	2
AKAP10	2387	2365	2321	2309	2457	2699
SPECC1	4984	4992	4950	7248	7280	7326
LOC100131943	2	0	4	2	0	0
LOC105371579	0	1	2	0	0	0
CCDC144CP	39	27	22	22	23	25
USP32P3	265	277	216	206	206	197
FAM106B	7	4	5	5	3	6
NOS2P3	3	2	7	2	4	4
LGALS9B	36	23	19	24	14	13
KRT16P3	2	1	1	2	1	1
LOC100996294	33	22	33	13	20	26
LOC105371580	2	1	1	3	2	5
CDRT15L2	0	0	0	0	0	0
LINC02088	9	9	10	10	9	6
LOC105371583	0	0	0	0	0	0
LOC100287072	1	1	0	0	1	0
CCDC144NL	2	1	2	1	3	1
CCDC144NL-AS1	12	0	5	21	5	7
LOC339260	2	0	1	1	2	1
USP22	18538	17321	16824	19954	20229	19255
LINC01563	6	2	1	0	0	2
DHRS7B	805	800	924	741	761	765
TMEM11	2062	2262	2428	1968	1822	1786
TMEM11-DT	21	26	29	23	20	16
NATD1	486	501	483	619	576	531
MAP2K3	1945	2163	2040	2003	2163	1933
KCNJ12	63	40	63	120	123	121
LOC105371589	0	0	0	0	0	0
LINC02693	1202	1126	1110	1205	1298	1163
LOC101930665	2	1	0	2	0	0
KCNJ18	12	7	3	41	45	46
UBBP4	37	34	45	31	38	41
LINC02002	0	0	0	0	0	0
LOC105371597	0	0	0	0	0	0
FAM27E5	0	0	0	0	0	0
LOC105377824	0	0	0	0	0	0
LOC107987246	0	0	0	0	0	0
LOC105377822	0	0	0	0	0	0
FLJ36000	0	0	0	0	0	0
MTRNR2L1	0	0	0	0	0	0
LOC105371703	0	0	0	0	0	0
LOC105371704	0	0	0	0	0	0
MIR4522	0	0	0	0	1	0
WSB1	2328	2339	2270	2486	2829	2808
LOC105371705	0	0	0	0	0	0
TBC1D3P5	4	0	0	0	0	0
KSR1	2161	2014	1909	2249	2359	2249
LGALS9	66	43	56	58	34	31
NOS2	20	13	14	18	10	12
LYRM9	114	153	118	120	139	105
LINC01992	0	0	0	0	0	0
LOC105371709	85	70	71	88	101	113
NLK	969	939	1018	1070	1086	1118
LOC102724517	49	35	46	53	38	43
LOC105371711	4	7	1	3	0	1
LOC105371710	9	9	2	4	8	3
PYY2	19	15	12	11	18	14
LOC105371712	0	0	5	0	0	2
PPY2P	0	0	1	0	0	0
LOC101926984	24	19	22	4	8	10
KRT18P55	0	2	2	0	0	3
TMEM97	9964	10256	10226	7063	7276	7222
IFT20	1188	1267	1179	1012	961	992
TNFAIP1	6028	5991	6093	7870	7897	7499
POLDIP2	9746	9822	10109	10369	10370	10205
TMEM199	1357	1530	1458	1372	1418	1486
MIR4723	0	2	1	1	1	2
SEBOX	1	0	0	0	0	2
VTN	2267	2426	2632	2337	2500	2332
SARM1	1687	1742	1542	1536	1538	1513
SLC46A1	2083	2075	1968	1686	1762	1751
SLC13A2	28	32	34	28	28	16
FOXN1	2	0	0	4	0	6
UNC119	928	985	1002	1165	970	992
PIGS	3900	4063	3923	3529	3382	3494
ALDOC	126	164	151	207	162	168
SPAG5	6174	5835	5792	5512	6048	6023
SPAG5-AS1	796	789	812	699	693	663
RSKR	293	309	266	157	172	178
BLTP2	15144	14021	13059	12358	12793	12778
SDF2	1879	1864	1982	2360	2598	2401
SUPT6H	10017	9432	9297	11126	11701	11398
PROCA1	158	130	141	109	105	102
RAB34	6614	6806	6921	7379	7494	7056
RPL23A	33477	33260	35535	29867	29341	31180
SNORD42B	13	19	14	4	8	2
SNORD4A	40	62	61	27	27	19
SNORD42A	12	12	6	2	7	3
SNORD4B	17	20	20	12	21	7
TLCD1	1972	2107	2106	1523	1478	1447
NEK8	523	584	567	522	439	516
TRAF4	2568	2965	2900	2211	2181	2019
FAM222B	1650	1608	1618	1829	1675	1641
ERAL1	3777	3895	3817	3380	3510	3441
MIR451A	0	0	0	0	0	0
MIR451B	0	0	0	0	0	0
MIR144	0	0	0	0	0	0
MIR4732	0	0	0	0	0	0
FLOT2	6240	6647	6789	6106	5948	5511
DHRS13	510	526	457	215	287	231
PHF12	2435	2471	2456	2308	2313	2100
LOC101927018	12	13	6	7	10	14
LOC105371716	5	2	4	4	2	4
SEZ6	5	5	7	2	0	0
PIPOX	8	4	2	3	4	3
MYO18A	8039	7883	7088	4690	4867	4722
TIAF1	1212	1240	1279	789	751	683
CRYBA1	0	1	0	0	0	0
NUFIP2	6805	6264	5741	6255	6686	6764
MIR4523	55	40	32	30	41	43
TAOK1	8482	7662	6964	9624	10483	10676
ABHD15	2402	2411	2353	1937	1880	2013
TP53I13	1826	1971	1941	1909	1793	1738
GIT1	4873	4879	5059	5036	4757	4660
ANKRD13B	947	960	899	818	859	747
CORO6	340	402	368	716	676	684
SSH2	1064	1012	942	1380	1368	1490
LOC107984990	4	0	5	2	5	0
EFCAB5	67	69	69	70	75	73
NSRP1	2528	2420	2565	2112	2082	2141
MIR423	4	3	2	5	2	1
MIR3184	2	2	2	3	1	1
SLC6A4	2	7	3	8	6	0
LOC105371720	0	0	0	0	0	0
BLMH	2320	2293	2308	2514	2714	2778
LOC105371721	0	0	0	0	0	0
TMIGD1	6	0	2	0	0	4
CPD	14974	13136	12595	10654	11592	12099
GOSR1	3716	3693	3595	3672	3705	3751
TBC1D29P	3	3	0	3	1	0
LOC101927093	0	0	0	0	0	0
SMURF2P1-LRRC37BP1	1674	1545	1549	1494	1457	1600
SH3GL1P2	0	2	7	4	7	1
LOC105371723	9	10	7	3	6	9
SUZ12P1	454	472	529	355	382	368
CRLF3	695	730	652	814	878	778
ATAD5	950	853	709	759	684	786
TEFM	650	687	774	639	660	622
ADAP2	139	122	121	111	142	148
RNF135	1480	1516	1560	1381	1351	1336
DPRXP4	10	6	10	4	4	4
LOC107984974	4318	4474	4512	3411	3238	3567
LOC646030	2	4	1	0	0	2
LOC105371722	24	21	30	18	15	24
MIR4733	0	0	1	0	0	0
NF1	6304	5678	5338	6213	6585	6269
LOC101927057	0	2	0	0	0	0
OMG	4	2	13	6	7	6
EVI2B	10	23	2	14	16	21
EVI2A	4	5	2	4	4	10
RAB11FIP4	449	368	413	459	531	478
LOC105371725	0	0	0	0	0	0
MIR4724	2	3	0	1	3	4
TRT-CGT4-1	0	0	0	0	0	0
MIR193A	0	0	0	2	1	0
MIR4725	0	0	0	0	0	0
MIR365B	0	0	0	0	0	0
COPRS	2117	2296	2333	2520	2244	2266
UTP6	2859	3013	2847	2216	2499	2635
SUZ12	4697	4387	4297	4344	4568	4455
LRRC37B	307	289	312	266	250	197
SH3GL1P1	21	5	19	17	13	7
LOC107985082	43	38	39	41	47	49
LOC102724625	4	3	1	1	1	0
LOC105371730	77	65	62	73	64	48
RHOT1	2899	2745	2799	2174	2398	2545
ARGFXP2	4	0	2	0	4	1
LOC105371731	2	2	0	1	4	6
RHBDL3	277	220	240	1161	1248	1202
LOC105371732	1	0	0	2	8	5
C17orf75	1207	1197	1216	1107	1006	1110
MIR632	83	83	97	101	127	110
ZNF207	8897	8581	8804	9687	9658	9897
PSMD11	6898	6633	6930	7253	7279	7141
CDK5R1	161	165	168	336	291	342
MYO1D	548	594	519	1133	1078	1024
LOC105371734	0	0	0	1	0	4
LOC107985012	2	0	0	0	2	6
MYO1D-DT	0	0	0	4	4	5
TMEM98	755	666	825	1111	1096	1178
LOC102724731	0	0	2	0	0	0
SPACA3	0	0	0	0	3	0
ASIC2	59	55	35	46	44	37
LOC105371737	3	7	2	7	12	3
AA06	0	0	0	0	0	0
LOC112268206	0	0	0	0	0	0
LOC147004	0	0	0	0	0	0
LOC107985038	0	0	0	0	0	0
LOC107987247	0	0	0	0	0	0
LOC107985035	0	0	0	0	0	0
LOC107985036	0	0	0	0	0	0
LOC107985039	0	0	0	0	0	0
LOC105371735	0	0	0	0	0	0
LINC01989	0	0	0	0	0	0
CCL2	466	516	497	1774	1564	1611
CCL7	0	0	0	4	0	2
CCL11	0	0	0	0	0	0
CCL8	0	0	0	0	2	0
CCL13	0	0	0	0	0	0
CCL1	0	4	0	0	0	0
LOC105371738	0	0	0	0	0	0
LOC105371739	0	0	0	0	0	0
TMEM132E-DT	0	0	0	0	0	0
TMEM132E	0	0	0	0	4	7
LOC105371740	0	0	0	0	0	0
LOC105371742	0	0	1	1	0	5
LOC105371741	2	2	0	0	0	2
CCT6B	161	158	127	116	138	161
ZNF830	600	560	582	659	597	614
LIG3	2238	2121	2132	1783	1855	1876
RFFL	1315	1299	1243	2020	1979	1941
RAD51L3-RFFL	961	914	869	1415	1390	1342
RAD51D	1219	1328	1285	1326	1259	1253
FNDC8	57	60	81	56	73	65
NLE1	1246	1265	1191	1325	1283	1272
UNC45B	0	2	0	0	2	0
SLC35G3	0	0	0	0	0	0
LOC105371932	61	52	63	36	40	38
SLFN5	2619	2286	2248	2259	2281	2438
SLFN11	872	815	856	387	471	450
LOC105371933	5	0	5	0	2	8
SLFN12	6	9	1	2	1	4
SLFN13	1095	1008	937	451	562	624
SLFN12L	4	0	0	0	0	0
LOC107985032	0	0	0	2	0	0
SLFN14	2	0	0	0	0	0
LOC107985033	0	0	0	0	0	0
SNHG30	297	315	344	363	314	309
SNORD7	2	1	3	0	0	1
PEX12	493	487	493	450	451	502
AP2B1	30784	29015	28516	25276	26824	27134
RASL10B	6	2	0	16	4	2
GAS2L2	10	15	6	2	0	0
MMP28	72	75	79	46	36	32
LOC107985067	3	6	5	4	1	3
C17orf50	7	15	4	2	5	6
TAF15	7426	7625	7667	6619	6657	7034
HEATR9	10	7	2	12	1	4
LOC105371744	5	2	2	3	2	0
CCL5	8643	9858	9723	10420	9687	9265
LOC105371745	6	6	7	4	2	0
LRRC37A8P	96	130	146	74	89	84
RDM1	183	170	197	122	94	140
LYZL6	0	0	0	0	0	0
CCL16	0	0	0	2	0	0
CCL14	0	0	0	0	0	0
CCL15-CCL14	3	2	1	4	2	2
CCL15	3	2	1	4	2	2
LOC107985068	0	0	0	1	0	0
CCL23	0	0	0	0	4	0
LOC105371746	0	0	0	0	0	0
CCL18	0	0	0	0	0	0
CCL3-AS1	0	0	0	0	1	0
CCL3	6	18	12	30	19	34
LOC101927369	0	0	0	0	0	0
CCL4	0	11	3	13	10	14
LOC107985055	0	0	0	0	0	0
LOC107985056	0	0	0	0	0	0
TBC1D3B	34	35	36	20	23	22
CCL3L3	0	7	12	12	14	23
CCL4L2	32	33	30	66	65	63
LOC105371747	0	0	1	1	1	1
TBC1D3I	81	77	76	53	54	48
LOC102724956	2	3	1	1	3	2
TBC1D3G	74	86	84	60	67	49
LOC102723414	1	0	0	1	0	1
TBC1D3H	74	88	85	61	58	46
TBC1D3F	44	44	44	28	28	23
TBC1D3JP	3	5	4	3	3	2
LOC105371749	5	6	9	4	6	5
ZNHIT3	2250	2271	2135	2156	2041	2234
MYO19	5049	5035	5096	4955	4863	4939
PIGW	1766	1729	1619	1531	1613	1540
GGNBP2	3518	3459	3578	3046	3083	3244
DHRS11	498	519	482	596	581	530
LOC107985031	12	17	8	13	10	15
MRM1	813	895	894	705	770	685
LOC105371750	0	0	0	0	0	0
LOC105371751	0	0	0	0	0	4
LHX1-DT	39	66	44	57	59	83
LHX1	113	92	116	97	123	104
AATF	5122	5192	5273	5441	5751	5326
MIR2909	0	0	0	0	0	0
LOC105371753	0	8	0	8	2	0
ACACA	9996	9531	8770	7908	8258	8281
SNORA90	0	0	0	0	0	0
C17orf78	0	3	2	6	2	0
TADA2A	873	862	848	768	850	872
DUSP14	1223	1224	1325	904	994	938
SYNRG	2314	2224	2178	2034	2183	2292
DDX52	3414	3036	3256	2976	3207	3196
MIR378J	2	0	5	2	5	4
LOC105371755	430	428	492	810	850	944
LOC105371756	55	62	51	46	51	67
HNF1B	1753	1797	1853	3843	3994	3787
LOC107985009	7	8	10	18	25	14
LOC105371754	28	19	23	18	12	20
LOC105371757	0	2	0	0	2	2
YWHAEP7	0	0	0	1	0	1
TBC1D3K	75	90	87	57	61	59
LOC102723608	1	0	1	1	1	0
TBC1D3L	237	290	279	186	193	163
TBC1D3D	103	113	111	80	79	72
LOC102723819	1	0	1	1	0	0
TBC1D3C	91	95	93	63	63	56
LOC101929950	146	140	143	109	109	119
TBC1D3E	377	399	405	283	296	294
LOC102723933	1	0	1	1	0	1
TBC1D3	77	73	75	52	53	41
NPEPPSP1	667	655	619	497	486	518
LOC105371760	0	0	0	0	0	0
MRPL45	3524	3489	3592	2895	2895	3121
GPR179	20	24	27	11	25	26
SOCS7	1540	1392	1367	1701	1805	1754
ARHGAP23	2123	2185	2082	1935	1968	1841
LOC101929494	0	0	2	9	4	5
SRCIN1	224	234	209	216	205	214
LOC105371761	4	3	4	0	2	2
EPOP	920	1052	1050	904	947	811
LOC105371764	36	45	46	37	41	28
LOC105371763	129	120	114	106	123	84
MIR4734	0	0	0	1	1	5
MLLT6	4051	3858	3671	4112	4158	4173
LOC105371762	3	8	6	8	7	8
MIR4726	0	1	1	0	0	0
CISD3	2780	2959	3152	2866	2669	2472
PCGF2	1880	1873	1932	1836	1809	1713
LOC100287808	80	104	74	69	79	68
TRN-GTT2-5	1	2	0	0	0	0
PSMB3	6613	6762	7122	6049	6183	5542
PIP4K2B	5570	5442	5286	4481	4392	4523
CWC25	1382	1276	1260	1191	1419	1305
MIR4727	0	0	0	0	0	0
C17orf98	0	0	0	0	0	1
RPL23	24633	25434	26742	20500	21482	22998
SNORA21B	17	11	7	3	4	9
SNORA21	12	5	7	6	5	13
TRC-GCA14-1	0	0	0	0	0	0
TRC-GCA2-2	0	0	0	0	0	0
TRC-GCA4-1	1	0	0	2	0	0
LASP1	33136	33403	32604	24240	25068	23835
MIR6779	7	8	4	4	6	5
LINC00672	54	78	101	15	28	14
FBXO47	7	7	1	0	0	7
LOC105371767	0	0	0	0	0	0
LINC02079	0	0	0	0	0	0
LRRC37A11P	0	0	0	0	2	0
RDM1P5	19	11	4	9	16	19
PLXDC1	15	14	9	1	13	13
TRC-GCA2-3	0	0	0	0	0	0
TRC-GCA2-4	0	0	0	0	0	0
ARL5C	0	0	0	1	0	0
LOC105371768	10	5	7	10	7	4
CACNB1	268	260	256	239	266	205
RPL19	45173	46155	48314	42907	44209	43518
STAC2	10	2	6	19	24	23
LOC101929578	1	0	2	0	1	0
FBXL20	1106	1129	1063	1345	1366	1219
MIR548BC	0	1	0	0	0	0
MED1	4924	4591	4315	4608	4886	5022
CDK12	5064	4637	4395	5076	5349	5447
LOC105371770	34	29	36	13	17	22
LOC105371771	0	0	0	0	2	0
NEUROD2	2	0	0	0	0	0
PPP1R1B	0	2	0	4	2	0
STARD3	2187	2215	2106	2288	2353	2097
TCAP	17	5	11	12	12	20
PNMT	0	4	0	2	2	0
PGAP3	730	784	751	811	774	762
ERBB2	3638	3461	3460	2845	2893	2796
MIR4728	3	2	2	0	0	1
MIEN1	2246	2465	2514	2111	2174	2059
GRB7	876	962	971	647	701	641
IKZF3	2	0	0	0	1	0
ZPBP2	2	0	0	0	0	0
GSDMB	103	70	100	45	39	22
ORMDL3	1249	1322	1299	1347	1438	1316
LRRC3C	13	10	4	7	7	8
LOC112268187	1	2	1	3	2	4
GSDMA	0	0	2	0	0	0
PSMD3	9623	9568	9882	9035	8938	8239
CSF3	0	2	2	0	0	0
MED24	3574	3583	3490	3281	3338	3122
MIR6884	0	6	2	0	0	1
SNORD124	1	5	3	7	1	0
THRA	3050	3030	3013	2977	3043	2855
NR1D1	628	607	656	485	488	457
MSL1	3484	3633	3625	3427	3719	3885
CASC3	4324	4269	3967	4219	4275	4102
MIR6866	0	0	0	0	1	0
RAPGEFL1	216	196	168	121	123	135
MIR6867	0	1	0	1	0	2
WIPF2	3465	3357	3311	3669	3917	3946
CDC6	4665	4620	4748	3210	3550	3571
RARA	1316	1377	1369	2633	2826	2454
LOC105371934	53	34	53	94	94	93
RARA-AS1	32	35	30	123	125	120
GJD3	885	993	956	1081	1141	890
TOP2A	30137	27805	26293	27233	30456	31592
